source,doc_id,condition,sentiment_label,p_pos,p_neg,p_neu,signed_polarity,affective_extremity,is_subjective
gpt,704,baseline,POSITIVE,0.562533,0.016828,0.420639,0.545705,0.579361,1
mistral,704,baseline,NEUTRAL,0.034955,0.018491,0.946554,0.016464,0.053446,0
gpt,704,human_like,NEUTRAL,0.115505,0.01622,0.868275,0.099285,0.131725,0
mistral,704,human_like,NEUTRAL,0.308432,0.009644,0.681924,0.298788,0.318076,0
gpt,704,detector_aware,NEUTRAL,0.063106,0.138043,0.798851,-0.074937,0.201149,0
mistral,704,detector_aware,NEUTRAL,0.015027,0.02428,0.960693,-0.009253,0.039307,0
gpt,704,detector_evasive,NEUTRAL,0.129622,0.041563,0.828815,0.088059,0.171185,0
mistral,704,detector_evasive,NEUTRAL,0.288307,0.045123,0.66657,0.243184,0.33343,0
human,705,-,NEUTRAL,0.015035,0.419389,0.565576,-0.404353,0.434424,0
gpt,705,baseline,NEUTRAL,0.104837,0.008495,0.886668,0.096342,0.113332,0
mistral,705,baseline,NEUTRAL,0.016121,0.067821,0.916058,-0.051699,0.083942,0
gpt,705,human_like,NEUTRAL,0.015767,0.081405,0.902829,-0.065638,0.097171,0
mistral,705,human_like,NEUTRAL,0.025944,0.098901,0.875155,-0.072956,0.124845,0
gpt,705,detector_aware,NEUTRAL,0.017988,0.115976,0.866036,-0.097989,0.133964,0
mistral,705,detector_aware,NEUTRAL,0.011031,0.074938,0.914031,-0.063907,0.085969,0
gpt,705,detector_evasive,NEUTRAL,0.030251,0.1179,0.851849,-0.087649,0.148151,0
mistral,705,detector_evasive,NEUTRAL,0.045866,0.054192,0.899942,-0.008326,0.100058,0
human,706,-,NEGATIVE,0.010067,0.814092,0.175841,-0.804026,0.824159,1
gpt,706,baseline,NEUTRAL,0.045822,0.011831,0.942347,0.03399,0.057653,0
mistral,706,baseline,NEUTRAL,0.011868,0.055481,0.93265,-0.043613,0.06735,0
gpt,706,human_like,NEUTRAL,0.017331,0.049441,0.933228,-0.032109,0.066772,0
mistral,706,human_like,NEUTRAL,0.046852,0.100108,0.85304,-0.053256,0.14696,0
gpt,706,detector_aware,NEUTRAL,0.047924,0.041487,0.910588,0.006437,0.089412,0
mistral,706,detector_aware,NEUTRAL,0.031393,0.032143,0.936463,-0.00075,0.063537,0
gpt,706,detector_evasive,NEUTRAL,0.021213,0.12336,0.855428,-0.102147,0.144572,0
mistral,706,detector_evasive,NEUTRAL,0.056529,0.051013,0.892458,0.005516,0.107542,0
human,707,-,NEUTRAL,0.018895,0.144559,0.836546,-0.125664,0.163454,0
gpt,707,baseline,NEUTRAL,0.046986,0.012373,0.940641,0.034613,0.059359,0
mistral,707,baseline,NEUTRAL,0.019419,0.064557,0.916024,-0.045137,0.083976,0
gpt,707,human_like,NEUTRAL,0.017818,0.065696,0.916486,-0.047878,0.083514,0
mistral,707,human_like,NEUTRAL,0.024796,0.082289,0.892915,-0.057493,0.107085,0
gpt,707,detector_aware,NEUTRAL,0.017198,0.090039,0.892763,-0.072841,0.107237,0
mistral,707,detector_aware,NEUTRAL,0.013353,0.076356,0.91029,-0.063003,0.08971,0
gpt,707,detector_evasive,NEUTRAL,0.017849,0.12367,0.858481,-0.105821,0.141519,0
mistral,707,detector_evasive,NEUTRAL,0.045732,0.128572,0.825696,-0.082839,0.174304,0
human,708,-,NEUTRAL,0.171458,0.017393,0.81115,0.154065,0.18885,0
gpt,708,baseline,NEUTRAL,0.188829,0.015809,0.795362,0.173019,0.204638,0
mistral,708,baseline,NEUTRAL,0.013278,0.236194,0.750528,-0.222916,0.249472,0
gpt,708,human_like,NEUTRAL,0.026653,0.028608,0.944739,-0.001956,0.055261,0
mistral,708,human_like,NEGATIVE,0.010105,0.519412,0.470484,-0.509307,0.529516,1
gpt,708,detector_aware,NEUTRAL,0.017753,0.094041,0.888206,-0.076288,0.111794,0
mistral,708,detector_aware,NEUTRAL,0.022851,0.024728,0.952421,-0.001877,0.047579,0
gpt,708,detector_evasive,NEUTRAL,0.016018,0.158942,0.825041,-0.142924,0.174959,0
mistral,708,detector_evasive,NEUTRAL,0.04744,0.071607,0.880952,-0.024167,0.119048,0
human,709,-,NEUTRAL,0.038584,0.062663,0.898753,-0.024079,0.101247,0
gpt,709,baseline,NEUTRAL,0.033324,0.019935,0.946741,0.013389,0.053259,0
mistral,709,baseline,NEUTRAL,0.034764,0.097378,0.867858,-0.062614,0.132142,0
gpt,709,human_like,NEUTRAL,0.01689,0.099036,0.884075,-0.082146,0.115925,0
mistral,709,human_like,NEUTRAL,0.085633,0.049033,0.865334,0.036601,0.134666,0
gpt,709,detector_aware,NEUTRAL,0.021192,0.131092,0.847716,-0.1099,0.152284,0
mistral,709,detector_aware,NEUTRAL,0.013266,0.048824,0.937909,-0.035558,0.062091,0
gpt,709,detector_evasive,NEUTRAL,0.019622,0.327458,0.65292,-0.307836,0.34708,0
mistral,709,detector_evasive,NEUTRAL,0.018947,0.04889,0.932163,-0.029943,0.067837,0
human,710,-,NEUTRAL,0.020552,0.188991,0.790457,-0.168439,0.209543,0
gpt,710,baseline,NEUTRAL,0.181892,0.009598,0.80851,0.172294,0.19149,0
mistral,710,baseline,NEUTRAL,0.019875,0.11761,0.862515,-0.097735,0.137485,0
gpt,710,human_like,NEUTRAL,0.01179,0.044657,0.943554,-0.032867,0.056446,0
mistral,710,human_like,NEUTRAL,0.016751,0.063296,0.919954,-0.046545,0.080046,0
gpt,710,detector_aware,NEUTRAL,0.014203,0.20091,0.784887,-0.186706,0.215113,0
mistral,710,detector_aware,NEUTRAL,0.012246,0.040207,0.947547,-0.027961,0.052453,0
gpt,710,detector_evasive,NEUTRAL,0.043748,0.083316,0.872936,-0.039568,0.127064,0
mistral,710,detector_evasive,NEUTRAL,0.060451,0.060302,0.879247,0.000149,0.120753,0
human,711,-,NEUTRAL,0.034875,0.079421,0.885704,-0.044545,0.114296,0
gpt,711,baseline,NEUTRAL,0.121747,0.030886,0.847368,0.090861,0.152632,0
mistral,711,baseline,NEUTRAL,0.012296,0.038387,0.949317,-0.02609,0.050683,0
gpt,711,human_like,NEUTRAL,0.028737,0.045184,0.92608,-0.016447,0.07392,0
mistral,711,human_like,NEUTRAL,0.024062,0.144543,0.831394,-0.120481,0.168606,0
gpt,711,detector_aware,NEUTRAL,0.016276,0.164266,0.819458,-0.14799,0.180542,0
mistral,711,detector_aware,NEUTRAL,0.00955,0.025181,0.965269,-0.015631,0.034731,0
gpt,711,detector_evasive,NEUTRAL,0.011722,0.158826,0.829452,-0.147105,0.170548,0
mistral,711,detector_evasive,NEUTRAL,0.036965,0.057816,0.905219,-0.020851,0.094781,0
human,712,-,NEUTRAL,0.005603,0.23063,0.763767,-0.225027,0.236233,0
gpt,712,baseline,NEUTRAL,0.166461,0.032709,0.800831,0.133752,0.199169,0
mistral,712,baseline,NEUTRAL,0.045894,0.036656,0.91745,0.009238,0.08255,0
gpt,712,human_like,NEUTRAL,0.026215,0.051074,0.922711,-0.02486,0.077289,0
mistral,712,human_like,NEUTRAL,0.026967,0.072224,0.900809,-0.045257,0.099191,0
gpt,712,detector_aware,NEUTRAL,0.029772,0.083813,0.886415,-0.054041,0.113585,0
mistral,712,detector_aware,NEUTRAL,0.005842,0.079558,0.9146,-0.073716,0.0854,0
gpt,712,detector_evasive,NEUTRAL,0.00956,0.168015,0.822425,-0.158454,0.177575,0
mistral,712,detector_evasive,NEUTRAL,0.04405,0.022304,0.933646,0.021746,0.066354,0
human,713,-,NEUTRAL,0.017647,0.029015,0.953338,-0.011367,0.046662,0
gpt,713,baseline,NEUTRAL,0.1068,0.024517,0.868683,0.082282,0.131317,0
mistral,713,baseline,NEUTRAL,0.03279,0.013209,0.954001,0.019582,0.045999,0
gpt,713,human_like,NEUTRAL,0.014453,0.052481,0.933066,-0.038029,0.066934,0
mistral,713,human_like,NEUTRAL,0.01311,0.207675,0.779215,-0.194565,0.220785,0
gpt,713,detector_aware,NEUTRAL,0.014911,0.169881,0.815208,-0.15497,0.184792,0
mistral,713,detector_aware,NEUTRAL,0.020658,0.101076,0.878266,-0.080418,0.121734,0
gpt,713,detector_evasive,NEUTRAL,0.02039,0.084592,0.895018,-0.064202,0.104982,0
mistral,713,detector_evasive,NEUTRAL,0.02939,0.026635,0.943974,0.002755,0.056026,0
human,714,-,NEUTRAL,0.00783,0.041244,0.950926,-0.033413,0.049074,0
gpt,714,baseline,NEUTRAL,0.138995,0.020595,0.84041,0.1184,0.15959,0
mistral,714,baseline,NEUTRAL,0.03317,0.01979,0.94704,0.01338,0.05296,0
gpt,714,human_like,NEUTRAL,0.024173,0.030176,0.94565,-0.006003,0.05435,0
mistral,714,human_like,NEUTRAL,0.021576,0.05729,0.921135,-0.035714,0.078865,0
gpt,714,detector_aware,NEUTRAL,0.01903,0.139421,0.841549,-0.120392,0.158451,0
mistral,714,detector_aware,NEUTRAL,0.028679,0.026698,0.944623,0.001982,0.055377,0
gpt,714,detector_evasive,NEUTRAL,0.026898,0.084442,0.88866,-0.057544,0.11134,0
mistral,714,detector_evasive,NEUTRAL,0.058211,0.06752,0.874269,-0.009309,0.125731,0
human,715,-,NEGATIVE,0.022743,0.652189,0.325068,-0.629446,0.674932,1
gpt,715,baseline,NEUTRAL,0.178823,0.014497,0.80668,0.164327,0.19332,0
mistral,715,baseline,NEUTRAL,0.02091,0.034866,0.944224,-0.013955,0.055776,0
gpt,715,human_like,NEUTRAL,0.017865,0.082741,0.899393,-0.064876,0.100607,0
mistral,715,human_like,NEUTRAL,0.013855,0.083137,0.903007,-0.069282,0.096993,0
gpt,715,detector_aware,NEUTRAL,0.013865,0.092051,0.894084,-0.078186,0.105916,0
mistral,715,detector_aware,NEUTRAL,0.008152,0.032618,0.95923,-0.024467,0.04077,0
gpt,715,detector_evasive,NEUTRAL,0.012381,0.453897,0.533722,-0.441515,0.466278,0
mistral,715,detector_evasive,NEUTRAL,0.026793,0.086945,0.886262,-0.060152,0.113738,0
human,716,-,NEGATIVE,0.000795,0.986377,0.012828,-0.985582,0.987172,1
gpt,716,baseline,NEUTRAL,0.072551,0.023431,0.904018,0.049119,0.095982,0
mistral,716,baseline,NEUTRAL,0.00811,0.089628,0.902261,-0.081518,0.097739,0
gpt,716,human_like,NEUTRAL,0.016754,0.09109,0.892156,-0.074337,0.107844,0
mistral,716,human_like,NEUTRAL,0.046722,0.011701,0.941578,0.035021,0.058422,0
gpt,716,detector_aware,NEUTRAL,0.024803,0.110998,0.864199,-0.086194,0.135801,0
mistral,716,detector_aware,NEUTRAL,0.013108,0.023579,0.963313,-0.010472,0.036687,0
gpt,716,detector_evasive,NEUTRAL,0.028579,0.057335,0.914087,-0.028756,0.085913,0
mistral,716,detector_evasive,NEUTRAL,0.020351,0.079829,0.89982,-0.059478,0.10018,0
human,717,-,NEUTRAL,0.014991,0.028922,0.956088,-0.013931,0.043912,0
gpt,717,baseline,NEUTRAL,0.2487,0.017284,0.734016,0.231415,0.265984,0
mistral,717,baseline,NEUTRAL,0.01922,0.21456,0.766221,-0.19534,0.233779,0
gpt,717,human_like,NEUTRAL,0.011503,0.094161,0.894336,-0.082658,0.105664,0
mistral,717,human_like,NEUTRAL,0.017291,0.021612,0.961097,-0.004322,0.038903,0
gpt,717,detector_aware,NEUTRAL,0.01415,0.19239,0.79346,-0.17824,0.20654,0
mistral,717,detector_aware,NEUTRAL,0.056534,0.051271,0.892196,0.005263,0.107804,0
gpt,717,detector_evasive,NEUTRAL,0.023169,0.180277,0.796554,-0.157108,0.203446,0
mistral,717,detector_evasive,NEUTRAL,0.041318,0.113333,0.845349,-0.072015,0.154651,0
human,718,-,NEGATIVE,0.004792,0.779906,0.215301,-0.775114,0.784699,1
gpt,718,baseline,NEUTRAL,0.238415,0.019055,0.74253,0.21936,0.25747,0
mistral,718,baseline,NEUTRAL,0.029063,0.016219,0.954718,0.012843,0.045282,0
gpt,718,human_like,NEUTRAL,0.030359,0.026153,0.943488,0.004205,0.056512,0
mistral,718,human_like,NEUTRAL,0.018602,0.235062,0.746336,-0.21646,0.253664,0
gpt,718,detector_aware,NEUTRAL,0.016632,0.190496,0.792871,-0.173864,0.207129,0
mistral,718,detector_aware,NEUTRAL,0.016829,0.373408,0.609763,-0.356579,0.390237,0
gpt,718,detector_evasive,NEUTRAL,0.025195,0.350701,0.624105,-0.325506,0.375895,0
mistral,718,detector_evasive,NEUTRAL,0.028659,0.084274,0.887067,-0.055615,0.112933,0
human,719,-,NEGATIVE,0.001375,0.966004,0.032621,-0.964628,0.967379,1
gpt,719,baseline,NEUTRAL,0.21088,0.013447,0.775673,0.197432,0.224327,0
mistral,719,baseline,NEUTRAL,0.015421,0.023137,0.961442,-0.007716,0.038558,0
gpt,719,human_like,NEUTRAL,0.04771,0.024109,0.928181,0.023601,0.071819,0
mistral,719,human_like,NEUTRAL,0.016245,0.03224,0.951516,-0.015995,0.048484,0
gpt,719,detector_aware,NEUTRAL,0.022547,0.065626,0.911827,-0.043079,0.088173,0
mistral,719,detector_aware,NEUTRAL,0.018992,0.016952,0.964056,0.00204,0.035944,0
gpt,719,detector_evasive,NEUTRAL,0.019138,0.184079,0.796783,-0.164941,0.203217,0
mistral,719,detector_evasive,NEUTRAL,0.058364,0.029881,0.911756,0.028483,0.088244,0
human,720,-,NEUTRAL,0.007426,0.036356,0.956218,-0.028929,0.043782,0
gpt,720,baseline,NEUTRAL,0.119986,0.015581,0.864433,0.104404,0.135567,0
mistral,720,baseline,NEUTRAL,0.041878,0.058264,0.899858,-0.016386,0.100142,0
gpt,720,human_like,NEUTRAL,0.029435,0.041853,0.928711,-0.012418,0.071289,0
mistral,720,human_like,NEUTRAL,0.04838,0.064089,0.887531,-0.015708,0.112469,0
gpt,720,detector_aware,NEUTRAL,0.023092,0.110928,0.865979,-0.087836,0.134021,0
mistral,720,detector_aware,NEUTRAL,0.014232,0.112981,0.872788,-0.098749,0.127212,0
gpt,720,detector_evasive,NEUTRAL,0.031528,0.137279,0.831193,-0.10575,0.168807,0
mistral,720,detector_evasive,NEUTRAL,0.061041,0.121667,0.817292,-0.060626,0.182708,0
human,721,-,NEUTRAL,0.025301,0.096621,0.878078,-0.071319,0.121922,0
gpt,721,baseline,NEUTRAL,0.18229,0.031869,0.785841,0.15042,0.214159,0
mistral,721,baseline,NEUTRAL,0.069165,0.044299,0.886536,0.024865,0.113464,0
gpt,721,human_like,NEUTRAL,0.012568,0.076103,0.911329,-0.063534,0.088671,0
mistral,721,human_like,NEUTRAL,0.014002,0.037756,0.948243,-0.023754,0.051757,0
gpt,721,detector_aware,NEUTRAL,0.021894,0.112038,0.866068,-0.090144,0.133932,0
mistral,721,detector_aware,NEUTRAL,0.0113,0.078743,0.909957,-0.067443,0.090043,0
gpt,721,detector_evasive,NEUTRAL,0.022848,0.146674,0.830477,-0.123826,0.169523,0
mistral,721,detector_evasive,NEUTRAL,0.028544,0.134165,0.837291,-0.105621,0.162709,0
human,722,-,NEUTRAL,0.006141,0.017849,0.97601,-0.011708,0.02399,0
gpt,722,baseline,NEUTRAL,0.068564,0.065574,0.865862,0.002991,0.134138,0
mistral,722,baseline,NEUTRAL,0.019928,0.051439,0.928633,-0.031511,0.071367,0
gpt,722,human_like,NEUTRAL,0.019789,0.030516,0.949695,-0.010727,0.050305,0
mistral,722,human_like,NEUTRAL,0.011687,0.4664,0.521914,-0.454713,0.478086,0
gpt,722,detector_aware,NEUTRAL,0.017557,0.300069,0.682374,-0.282512,0.317626,0
mistral,722,detector_aware,NEUTRAL,0.017638,0.044201,0.938161,-0.026562,0.061839,0
gpt,722,detector_evasive,NEUTRAL,0.027254,0.077035,0.895711,-0.049781,0.104289,0
mistral,722,detector_evasive,NEUTRAL,0.018559,0.113002,0.868439,-0.094443,0.131561,0
human,723,-,NEGATIVE,0.00992,0.507796,0.482284,-0.497876,0.517716,1
gpt,723,baseline,NEUTRAL,0.070195,0.014616,0.915188,0.055579,0.084812,0
mistral,723,baseline,NEUTRAL,0.015435,0.070659,0.913906,-0.055224,0.086094,0
gpt,723,human_like,NEUTRAL,0.014785,0.090783,0.894432,-0.075997,0.105568,0
mistral,723,human_like,NEUTRAL,0.0112,0.045977,0.942823,-0.034776,0.057177,0
gpt,723,detector_aware,NEUTRAL,0.017479,0.08212,0.900401,-0.064641,0.099599,0
mistral,723,detector_aware,NEUTRAL,0.017904,0.171395,0.810701,-0.153492,0.189299,0
gpt,723,detector_evasive,NEUTRAL,0.018785,0.279339,0.701876,-0.260555,0.298124,0
mistral,723,detector_evasive,NEUTRAL,0.035673,0.088464,0.875862,-0.052791,0.124138,0
human,724,-,NEGATIVE,0.015936,0.541304,0.44276,-0.525368,0.55724,1
gpt,724,baseline,NEUTRAL,0.105438,0.012566,0.881996,0.092872,0.118004,0
mistral,724,baseline,NEUTRAL,0.052132,0.037254,0.910613,0.014878,0.089387,0
gpt,724,human_like,NEUTRAL,0.013246,0.098318,0.888435,-0.085072,0.111565,0
mistral,724,human_like,NEUTRAL,0.024438,0.056278,0.919285,-0.03184,0.080715,0
gpt,724,detector_aware,NEUTRAL,0.054348,0.158014,0.787638,-0.103666,0.212362,0
mistral,724,detector_aware,NEUTRAL,0.019067,0.049125,0.931808,-0.030058,0.068192,0
gpt,724,detector_evasive,NEUTRAL,0.018938,0.181619,0.799443,-0.16268,0.200557,0
mistral,724,detector_evasive,NEUTRAL,0.053311,0.056663,0.890025,-0.003352,0.109975,0
human,725,-,NEGATIVE,0.010653,0.75615,0.233196,-0.745497,0.766804,1
gpt,725,baseline,NEUTRAL,0.03661,0.026198,0.937192,0.010412,0.062808,0
mistral,725,baseline,NEUTRAL,0.013772,0.062478,0.92375,-0.048706,0.07625,0
gpt,725,human_like,NEUTRAL,0.016095,0.068094,0.915811,-0.051998,0.084189,0
mistral,725,human_like,NEUTRAL,0.022959,0.303067,0.673973,-0.280108,0.326027,0
gpt,725,detector_aware,NEUTRAL,0.021878,0.122362,0.85576,-0.100484,0.14424,0
mistral,725,detector_aware,NEUTRAL,0.013122,0.030156,0.956722,-0.017035,0.043278,0
gpt,725,detector_evasive,NEUTRAL,0.013912,0.205766,0.780322,-0.191854,0.219678,0
mistral,725,detector_evasive,NEUTRAL,0.011827,0.035948,0.952225,-0.024121,0.047775,0
human,726,-,NEGATIVE,0.018883,0.819294,0.161823,-0.800411,0.838177,1
gpt,726,baseline,NEUTRAL,0.296126,0.021322,0.682552,0.274805,0.317448,0
mistral,726,baseline,NEUTRAL,0.019899,0.027399,0.952702,-0.0075,0.047298,0
gpt,726,human_like,NEUTRAL,0.018701,0.072217,0.909083,-0.053516,0.090917,0
mistral,726,human_like,NEUTRAL,0.096211,0.358083,0.545707,-0.261872,0.454293,0
gpt,726,detector_aware,NEUTRAL,0.030095,0.085425,0.88448,-0.05533,0.11552,0
mistral,726,detector_aware,NEUTRAL,0.028386,0.067938,0.903676,-0.039553,0.096324,0
gpt,726,detector_evasive,NEUTRAL,0.025214,0.186072,0.788714,-0.160858,0.211286,0
mistral,726,detector_evasive,NEUTRAL,0.016306,0.052014,0.931679,-0.035708,0.068321,0
human,727,-,NEUTRAL,0.018103,0.017417,0.964479,0.000686,0.035521,0
gpt,727,baseline,NEUTRAL,0.335252,0.038277,0.626472,0.296975,0.373528,0
mistral,727,baseline,NEUTRAL,0.018644,0.054573,0.926783,-0.035929,0.073217,0
gpt,727,human_like,NEUTRAL,0.020165,0.065374,0.914461,-0.045208,0.085539,0
mistral,727,human_like,NEUTRAL,0.014661,0.025686,0.959653,-0.011026,0.040347,0
gpt,727,detector_aware,NEUTRAL,0.033752,0.138741,0.827507,-0.104989,0.172493,0
mistral,727,detector_aware,NEUTRAL,0.037316,0.012569,0.950115,0.024746,0.049885,0
gpt,727,detector_evasive,NEUTRAL,0.02714,0.127867,0.844993,-0.100727,0.155007,0
mistral,727,detector_evasive,NEUTRAL,0.032185,0.042492,0.925323,-0.010307,0.074677,0
human,728,-,NEGATIVE,0.010433,0.777713,0.211854,-0.76728,0.788146,1
gpt,728,baseline,NEUTRAL,0.1092,0.019846,0.870955,0.089354,0.129045,0
mistral,728,baseline,NEUTRAL,0.013344,0.018028,0.968627,-0.004684,0.031373,0
gpt,728,human_like,NEUTRAL,0.015963,0.07182,0.912217,-0.055856,0.087783,0
mistral,728,human_like,NEUTRAL,0.010387,0.104721,0.884892,-0.094334,0.115108,0
gpt,728,detector_aware,NEUTRAL,0.026233,0.043483,0.930284,-0.01725,0.069716,0
mistral,728,detector_aware,NEUTRAL,0.018394,0.104254,0.877352,-0.085861,0.122648,0
gpt,728,detector_evasive,NEUTRAL,0.023915,0.160858,0.815226,-0.136943,0.184774,0
mistral,728,detector_evasive,NEUTRAL,0.098319,0.094969,0.806711,0.00335,0.193289,0
human,729,-,NEUTRAL,0.090045,0.172543,0.737411,-0.082498,0.262589,0
gpt,729,baseline,NEUTRAL,0.223591,0.041621,0.734788,0.181971,0.265212,0
mistral,729,baseline,NEUTRAL,0.022758,0.073944,0.903298,-0.051186,0.096702,0
gpt,729,human_like,NEUTRAL,0.012049,0.052856,0.935095,-0.040807,0.064905,0
mistral,729,human_like,NEUTRAL,0.024378,0.023117,0.952504,0.001261,0.047496,0
gpt,729,detector_aware,NEUTRAL,0.025597,0.160844,0.81356,-0.135247,0.18644,0
mistral,729,detector_aware,NEUTRAL,0.052787,0.185155,0.762058,-0.132368,0.237942,0
gpt,729,detector_evasive,NEUTRAL,0.017065,0.451256,0.531679,-0.434191,0.468321,0
mistral,729,detector_evasive,NEUTRAL,0.044723,0.104594,0.850683,-0.059871,0.149317,0
human,730,-,NEGATIVE,0.002838,0.970085,0.027077,-0.967247,0.972923,1
gpt,730,baseline,NEUTRAL,0.054129,0.01797,0.927901,0.036159,0.072099,0
mistral,730,baseline,NEUTRAL,0.028738,0.116769,0.854493,-0.088031,0.145507,0
gpt,730,human_like,NEUTRAL,0.009373,0.07449,0.916136,-0.065117,0.083864,0
mistral,730,human_like,NEUTRAL,0.01347,0.021417,0.965113,-0.007947,0.034887,0
gpt,730,detector_aware,NEUTRAL,0.013096,0.236642,0.750262,-0.223547,0.249738,0
mistral,730,detector_aware,NEUTRAL,0.013147,0.022825,0.964028,-0.009678,0.035972,0
gpt,730,detector_evasive,NEUTRAL,0.008418,0.214027,0.777555,-0.205609,0.222445,0
mistral,730,detector_evasive,NEUTRAL,0.018656,0.13082,0.850524,-0.112164,0.149476,0
human,731,-,NEUTRAL,0.056863,0.1731,0.770037,-0.116237,0.229963,0
gpt,731,baseline,NEUTRAL,0.11651,0.020317,0.863173,0.096192,0.136827,0
mistral,731,baseline,NEUTRAL,0.018059,0.241239,0.740702,-0.22318,0.259298,0
gpt,731,human_like,NEUTRAL,0.017249,0.027442,0.955308,-0.010193,0.044692,0
mistral,731,human_like,NEUTRAL,0.050423,0.021487,0.92809,0.028936,0.07191,0
gpt,731,detector_aware,NEUTRAL,0.012325,0.090797,0.896878,-0.078472,0.103122,0
mistral,731,detector_aware,NEUTRAL,0.031194,0.032735,0.936071,-0.001541,0.063929,0
gpt,731,detector_evasive,NEUTRAL,0.015545,0.094704,0.889751,-0.079159,0.110249,0
mistral,731,detector_evasive,NEUTRAL,0.047409,0.062215,0.890376,-0.014806,0.109624,0
human,732,-,NEUTRAL,0.053664,0.144566,0.80177,-0.090901,0.19823,0
gpt,732,baseline,NEUTRAL,0.229382,0.035257,0.735361,0.194126,0.264639,0
mistral,732,baseline,NEUTRAL,0.018795,0.060026,0.921179,-0.041232,0.078821,0
gpt,732,human_like,NEUTRAL,0.01388,0.119333,0.866787,-0.105454,0.133213,0
mistral,732,human_like,NEUTRAL,0.019278,0.132404,0.848318,-0.113126,0.151682,0
gpt,732,detector_aware,NEUTRAL,0.014062,0.10415,0.881788,-0.090088,0.118212,0
mistral,732,detector_aware,NEUTRAL,0.005853,0.018929,0.975217,-0.013076,0.024783,0
gpt,732,detector_evasive,NEUTRAL,0.014918,0.218118,0.766964,-0.2032,0.233036,0
mistral,732,detector_evasive,NEUTRAL,0.03247,0.037226,0.930304,-0.004755,0.069696,0
human,733,-,POSITIVE,0.586698,0.004919,0.408383,0.581779,0.591617,1
gpt,733,baseline,POSITIVE,0.604315,0.005172,0.390512,0.599143,0.609488,1
mistral,733,baseline,NEUTRAL,0.161951,0.016423,0.821627,0.145528,0.178373,0
gpt,733,human_like,NEUTRAL,0.060344,0.015678,0.923978,0.044666,0.076022,0
mistral,733,human_like,NEUTRAL,0.133634,0.01013,0.856237,0.123504,0.143763,0
gpt,733,detector_aware,NEUTRAL,0.11967,0.015168,0.865162,0.104502,0.134838,0
mistral,733,detector_aware,NEUTRAL,0.110439,0.020505,0.869056,0.089934,0.130944,0
gpt,733,detector_evasive,POSITIVE,0.602,0.026475,0.371525,0.575525,0.628475,1
mistral,733,detector_evasive,POSITIVE,0.873469,0.005624,0.120907,0.867845,0.879093,1
human,734,-,NEUTRAL,0.429662,0.004639,0.565699,0.425022,0.434301,0
gpt,734,baseline,POSITIVE,0.894962,0.00193,0.103108,0.893033,0.896892,1
mistral,734,baseline,NEUTRAL,0.214711,0.013102,0.772186,0.201609,0.227814,0
gpt,734,human_like,NEUTRAL,0.114012,0.014688,0.871301,0.099324,0.128699,0
mistral,734,human_like,POSITIVE,0.529757,0.006259,0.463983,0.523498,0.536017,1
gpt,734,detector_aware,NEUTRAL,0.079421,0.019915,0.900664,0.059506,0.099336,0
mistral,734,detector_aware,NEUTRAL,0.281068,0.019927,0.699005,0.26114,0.300995,0
gpt,734,detector_evasive,NEUTRAL,0.14002,0.096524,0.763456,0.043495,0.236544,0
mistral,734,detector_evasive,NEUTRAL,0.045633,0.121379,0.832988,-0.075747,0.167012,0
human,735,-,NEUTRAL,0.357664,0.0181,0.624235,0.339564,0.375765,0
gpt,735,baseline,POSITIVE,0.57992,0.011652,0.408428,0.568267,0.591572,1
mistral,735,baseline,POSITIVE,0.58787,0.006697,0.405433,0.581172,0.594567,1
gpt,735,human_like,NEUTRAL,0.069395,0.013763,0.916842,0.055632,0.083158,0
mistral,735,human_like,NEUTRAL,0.329868,0.01073,0.659402,0.319138,0.340598,0
gpt,735,detector_aware,NEUTRAL,0.049799,0.031322,0.918879,0.018477,0.081121,0
